0.54607093,0.5346531,0.049485803,0.3769678,0.17666554,0.06944585,0.4949023,0.557343,0.4690897,0.3118201,0.69164264,0.7196598,0.323578,0.32874745,0.516972,0.9287105,0.20751292,0.20652246,0.9499472,0.5543646,0.5662073,0.22171348,0.29003537,0.4901471,0.5997248,0.5907573,0.6396221,0.76880294,0.41190153,0.17857087,0.59085876,0.40269572
0.5313816,0.8362102,0.63614166,0.82567304,0.307029,0.37910718,0.81275296,0.5116838,0.003611505,0.029354274,0.9036173,0.99695665,0.5630741,0.28188032,0.31646478,0.53270304,0.9746346,0.039596915,0.5690325,0.007837415,0.46081442,0.34134734,0.018734276,0.4896857,0.31052333,0.75136775,0.6639525,0.92438066,0.7361934,0.42799705,0.26858997,0.29528493
0.18883502,0.5399348,0.46156704,0.89049673,0.9279237,0.19798684,0.88942784,0.08381981,0.11101842,0.08183342,0.34021276,0.38688862,0.8339513,0.3121916,0.3613497,0.29629964,0.31369758,0.5680528,0.096936226,0.5568335,0.5959608,0.84983623,0.84961766,0.27624315,0.52895284,0.82846546,0.6508289,0.3062238,0.88802975,0.39318693,0.7189093,0.2858956
0.6516895,0.7293137,0.6547189,0.8132652,0.18562204,0.113868356,0.27259362,0.6773742,0.89675415,0.6414328,0.20487225,0.9959591,0.7045275,0.35304266,0.122075975,0.004238248,0.26884675,0.21744949,0.611469,0.88121367,0.73101485,0.58193207,0.24710393,0.70824456,0.12325561,0.86296856,0.7842432,0.76705515,0.90627116,0.09822017,0.59999996,0.9719409
0.8224818,0.7875782,0.5745699,0.39833838,0.6890784,0.670504,0.780717,0.6539848,0.9089306,0.97185934,0.9463396,0.042087436,0.27792,0.7802057,0.9697226,0.6175142,0.562198,0.08504701,0.24187541,0.6165684,0.22718579,0.6539486,0.821512,0.6749527,0.4963103,0.4057359,0.7645074,0.5039608,0.22018379,0.5947671,0.9027355,0.111008465
0.7647685,0.26244175,0.25459045,0.7695554,0.13981569,0.45677662,0.27000082,0.104004264,0.26237583,0.45093,0.99124515,0.88168633,0.20247668,0.35580635,0.010535657,0.442268,0.9214614,0.12237567,0.6811423,0.24763143,0.14489579,0.22086543,0.61322093,0.8298008,0.8867313,0.96633077,0.22453278,0.846188,0.2518959,0.76250964,0.6064019,0.6399767
0.3991627,0.17056757,0.3233955,0.9031648,0.09571463,0.33384305,0.19604754,0.17638993,0.8807133,0.22774935,0.33546764,0.14094251,0.8410481,0.15770215,0.16949457,0.39490205,0.6180404,0.6845183,0.99037796,0.84374034,0.359222,0.54354787,0.68908453,0.19782853,0.65657824,0.24196005,0.36367136,0.7033493,0.027242124,0.028726697,0.42334783,0.5375496
0.1676057,0.6996002,0.67610455,0.38491458,0.8003869,0.658325,0.43912917,0.7265229,0.9420556,0.22794396,0.76920766,0.30374336,0.8116754,0.24131972,0.61052823,0.6783644,0.931246,0.19376802,0.8820958,0.62750566,0.76724887,0.6846713,0.58521783,0.4540639,0.66226256,0.77750546,0.4397313,0.21304798,0.21742964,0.7374607,0.4500897,0.19606817
0.3426571,0.46951693,0.8868382,0.19620103,0.20143878,0.9123691,0.6179462,0.3199277,0.5145106,0.5168633,0.9234039,0.15670067,0.345461,0.7470722,0.51145804,0.48191535,0.22683316,0.9792175,0.50338453,0.10179508,0.1700545,0.46746945,0.65613174,0.3199957,0.979434,0.13130516,0.3571869,0.40630078,0.27579516,0.070973635,0.9250716,0.39089566
0.41977257,0.5476514,0.23463398,0.17919612,0.6676484,0.9294739,0.91332686,0.60201234,0.96536446,0.79905504,0.87275404,0.46975547,0.5608562,0.9268919,0.7539632,0.10774213,0.6583678,0.70777595,0.3101204,0.90088123,0.4737156,0.5411579,0.7602054,0.6505642,0.7215634,0.9901341,0.0010224581,0.3041942,0.30593514,0.90136707,0.017866254,0.105143726
