0.81327385,0.8276721,0.3605615,0.5746831,0.1967789,0.58315057,0.68489736,0.6439189,0.42705846,0.5964585,0.1521942,0.45375448,0.51382023,0.9584261,0.20002675,0.4414835,0.3546347,0.04294592,0.7636199,0.9729841,0.3012666,0.7972388,0.49034166,0.77089864,0.7256919,0.098053455,0.40497977,0.5892937,0.105526805,0.9590148,0.19936436,0.33706814
0.4813763,0.3527677,0.2497831,0.3486268,0.0057777166,0.7663225,0.509477,0.19509369,0.9229412,0.9356167,0.8047035,0.39245105,0.393247,0.89085996,0.53197986,0.8429983,0.011630595,0.5949367,0.54250926,0.71903765,0.43506444,0.5252435,0.4236424,0.40509295,0.5414285,0.8874422,0.22143042,0.22653234,0.88081056,0.8039593,0.2535842,0.21248257
0.20001256,0.6315143,0.1978603,0.21096939,0.4821735,0.065027475,0.4382689,0.71368605,0.08272159,0.1013605,0.16130829,0.4584434,0.8578876,0.8028664,0.3671118,0.44655585,0.9447191,0.7536513,0.6526746,0.084964156,0.8064342,0.60091597,0.6012041,0.03570223,0.22874254,0.3579089,0.79938805,0.23102349,0.050923586,0.86494565,0.19666457,0.53352827
0.52262044,0.9532888,0.049512386,0.057817757,0.11247051,0.8175192,0.22404647,0.017379403,0.6365739,0.035812974,0.58765286,0.71141833,0.6913818,0.44877577,0.32764375,0.95502377,0.4311605,0.47576118,0.3310265,0.7126983,0.3483228,0.7442447,0.7179888,0.014339387,0.42327392,0.3426543,0.45327795,0.64804393,0.65151155,0.5299696,0.86201173,0.046452045
0.02842915,0.64497703,0.3451566,0.2302047,0.058032513,0.9766167,0.55908686,0.12845016,0.85506237,0.22934413,0.90940404,0.5342167,0.045800865,0.27542442,0.44777644,0.084208846,0.9213165,0.7378283,0.42547488,0.32599503,0.8933116,0.14786303,0.97702056,0.19116944,0.23942012,0.06858885,0.69938767,0.24851876,0.9637746,0.1910997,0.5739905,0.100182414
0.13860959,0.54743475,0.21131986,0.67954034,0.89705795,0.4732768,0.1030094,0.6660323,0.29760766,0.5191421,0.8812115,0.44484723,0.74554825,0.68465346,0.28101856,0.5953237,0.47314936,0.62044436,0.23680604,0.074605465,0.25030154,0.66089594,0.18135923,0.10211897,0.17895138,0.16524523,0.6475779,0.5811581,0.16188955,0.41564864,0.9896162,0.6345671
0.79357123,0.80832464,0.33725268,0.8808204,0.7002201,0.2505319,0.4218902,0.086128056,0.9231911,0.11304903,0.5759768,0.60283834,0.34707695,0.93161994,0.20343101,0.82899123,0.32734442,0.7452784,0.43045485,0.81014603,0.3666079,0.34901983,0.20776749,0.5854557,0.3899787,0.87797636,0.8697365,0.25473964,0.5524253,0.49817795,0.85084903,0.9096399
0.6257388,0.027731895,0.42943424,0.06717998,0.9885717,0.74824655,0.87587637,0.46159083,0.29168642,0.9960371,0.7007246,0.9819718,0.57772934,0.68372715,0.56348777,0.6477937,0.8791605,0.6727899,0.3696329,0.90636504,0.701767,0.845383,0.90517837,0.036018074,0.9850677,0.17713726,0.49269056,0.2026335,0.7770561,0.74983454,0.60571754,0.7251892
0.69347656,0.73822063,0.5700924,0.8003323,0.19294053,0.2354824,0.9024199,0.5343828,0.5442611,0.24368906,0.5113765,0.19333458,0.3812666,0.9964581,0.16306019,0.31788045,0.30214506,0.24493593,0.17705739,0.6011439,0.5021478,0.39251065,0.15747994,0.47326356,0.5876429,0.8198656,0.07909441,0.13796097,0.42981327,0.5376287,0.13338476,0.45986104
0.733108,0.6238513,0.5667512,0.10732877,0.85556173,0.22892499,0.33582294,0.4853971,0.47692794,0.3552742,0.21367013,0.51084584,0.6692716,0.5500738,0.36661756,0.053501487,0.40268058,0.083038926,0.086422026,0.6008632,0.9504206,0.79591304,0.4107948,0.08486754,0.11719853,0.25788826,0.8252994,0.1789884,0.51203376,0.80532175,0.65557283,0.67693716
